Company,WC/TA,RE/TA,EBIT/TA,S/TA,BVE/BVL,target
0.0,0.6765578635014836,0.8722575353701045,0.7922590837282781,0.06901960784313729,0.10520625889046939,1
0.04081632653061218,0.8412462908011868,0.7648144351035472,0.6998420221169037,0.0,0.11669985775248931,1
0.12244897959183676,0.48813056379821956,0.4713963502152963,0.37677725118483424,0.11294117647058821,0.002361308677098148,1
0.1428571428571428,0.6429277942631058,0.0,0.7322274881516588,0.2274509803921569,0.05465149359886201,1
0.2857142857142857,0.7596439169139465,0.7703506253844575,0.5939968404423381,0.42274509803921567,0.02352773826458037,1
0.30612244897959184,0.824431256181998,0.6588066434283371,0.16508688783570313,0.07999999999999999,0.003982930298719781,1
0.9795918367346939,0.6038575667655786,0.6723395530038958,0.7338072669826226,0.3027450980392157,0.0,1
1.0,0.45647873392680516,0.6985851958171005,0.5229067930489733,0.3780392156862745,0.3201137980085348,1
0.36734693877551017,0.6824925816023738,0.8626204633996308,0.7614533965244867,0.1623529411764706,0.07032716927453768,1
0.4285714285714286,0.519782393669634,0.6327660446996104,0.7172195892575041,0.9827450980392156,0.04458036984352773,1
0.46938775510204084,0.7522255192878338,0.8285831453762558,0.7638230647709322,0.16470588235294117,0.055192034139402546,1
0.3877551020408163,0.6632047477744807,0.7836784908755382,0.7590837282780412,0.22431372549019607,0.0065433854907539085,1
0.5306122448979592,0.7982195845697329,0.7927004305925773,0.6413902053712481,0.004705882352941171,0.02275960170697012,1
0.5510204081632654,0.725024727992087,0.7521017018659011,0.5781990521327015,0.17254901960784316,0.01229018492176387,1
0.5714285714285714,0.526211671612265,0.7937256510149682,0.5679304897314377,0.636078431372549,0.01906116642958748,1
0.6122448979591837,0.6429277942631058,0.4191101086733648,0.726698262243286,0.3003921568627451,5.689900426740502e-05,1
0.6938775510204082,0.8630069238377843,0.7277014558129997,0.4478672985781991,0.03215686274509799,0.003982930298719781,1
0.6734693877551021,0.6755687438180019,0.8056182079147015,0.774091627172196,0.6368627450980392,0.01405405405405405,1
0.7346938775510204,0.8432245301681502,0.7871642403116669,0.08925750394944709,0.9380392156862745,0.08224751066856328,1
0.7551020408163265,0.4579624134520277,0.7260611031371744,0.6729857819905214,1.0,0.004807965860597438,1
0.7959183673469388,0.7324431256181997,0.5880664342833708,0.49526066350710907,0.09647058823529414,0.0013371266002844967,1
0.8571428571428572,0.3753709198813056,0.2193971703916342,0.0,0.004705882352941171,0.06753911806543385,1
0.8979591836734695,0.17062314540059348,0.692843961451712,0.7219589257503951,0.27058823529411763,0.001223328591749659,1
0.9183673469387755,0.0,0.6393274554029116,0.8301737756714062,0.5129411764705882,0.006258890469416786,1
0.9591836734693878,0.6246290801186943,0.7906499897477957,0.703001579778831,0.11137254901960786,0.012176386913229018,1
0.061224489795918324,0.7818991097922847,0.8585195817100676,0.7409162717219591,0.014901960784313772,0.09826458036984352,0
0.08163265306122447,0.6790306627101879,0.818741029321304,0.7235387045813587,0.022745098039215705,0.16890469416785203,0
0.10204081632653056,0.8175074183976261,0.7949559155218371,0.7235387045813587,0.13176470588235295,0.09735419630156471,0
0.02040816326530609,0.6414441147378832,0.9528398605700225,0.953396524486572,0.4525490196078431,0.07766714082503555,0
0.163265306122449,0.5736894164193866,0.9446380971908959,0.972353870458136,0.40078431372549017,0.06366998577524892,0
0.18367346938775503,0.6102868447082096,0.8761533729751896,0.84044233807267,0.24549019607843137,0.03396870554765291,0
0.20408163265306123,0.602373887240356,0.9313102316998153,0.8925750394944709,0.22431372549019607,0.03200568990042674,0
0.22448979591836732,0.7551928783382789,0.888045929874923,0.8420221169036336,0.2007843137254902,0.019601706970128016,0
0.24489795918367346,0.602373887240356,0.888045929874923,0.9083728278041076,0.3890196078431372,0.04236130867709814,0
0.26530612244897955,0.638971315529179,0.9114209555054336,0.8909952606635072,0.37411764705882355,0.037524893314366994,0
0.32653061224489793,0.6988130563798218,0.8109493541111338,0.6769352290679306,0.25098039215686274,0.39089615931721194,0
0.3469387755102041,0.6711177052423343,0.8560590526963296,0.7819905213270143,0.6854901960784314,0.15408250355618774,0
0.40816326530612246,0.9999999999999999,0.9999999999999999,1.0,0.5827450980392157,0.10503556187766713,0
0.4489795918367347,0.8437190900098911,0.8872257535370104,0.8064770932069512,0.3113725490196078,0.025519203413940247,0
0.4897959183673469,0.8714144411473788,0.9667828583145375,0.7069510268562402,0.5105882352941177,0.01926031294452346,0
0.5102040816326531,0.8318496538081107,0.889276194381792,0.7938388625592419,0.3835294117647059,0.21248933143669985,0
0.5918367346938775,0.7309594460929771,0.7623539060898092,0.7946287519747237,0.20941176470588235,1.0,0
0.6326530612244898,0.7101879327398615,0.8954275169161369,0.8712480252764614,0.16549019607843138,0.023556187766714073,0
0.653061224489796,0.6003956478733926,0.888045929874923,0.8538704581358612,0.17490196078431372,0.059601706970128024,0
0.7142857142857143,0.5949554896142433,0.9261841295878612,0.94391785150079,0.4070588235294118,0.0678520625889047,0
0.7755102040816326,0.6043521266073194,0.9516095960631534,0.8183254344391786,0.20862745098039215,0.037951635846372685,0
0.8163265306122449,0.6508407517309593,0.8673364773426285,0.8562401263823066,0.27999999999999997,0.21607396870554751,0
0.8367346938775511,0.6320474777448071,0.9452532294443304,0.906793048973144,0.38588235294117645,0.12315789473684209,0
0.8775510204081632,0.5939663699307616,0.9062948533934795,0.9004739336492892,0.30588235294117644,0.03541963015647225,0
0.9387755102040817,0.6360039564787339,0.8070535165060487,0.9036334913112165,0.3254901960784313,0.040426742532005684,0
