source,sampling_method,mode,sample_fraction,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,fake_hit_ratio_default_mean,fake_hit_ratio_strict_mean,fake_hit_ratio_loose_mean,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.2672413793103448,0.04240818578016842,0.7327586206896551,0.042408185780168396,0.09812273979187008,0.04016547109814395,
FEC,farthest_point,fec_simple_farthest_point,0.1,1.0674539759179247,0.3365102573099529,-0.015486993345432576,0.015486993345432576,0.28873713072069773,0.28873713072069773,0.28873713072069773,0.25175438596491223,0.02246710258748369,0.7482456140350877,0.02246710258748368,0.10425720214843745,0.017495292846087817,0.34979575480580266
FEC,farthest_point,fec_simple_farthest_point,0.2,1.087510655678779,0.29747172662749405,-0.01373260738052029,0.01373260738052029,0.1754552818102286,0.1754552818102286,0.1754552818102286,0.2535087719298245,0.019790375741541185,0.7464912280701754,0.019790375741541195,0.10045099258422847,0.017028251657080985,0.39498569263178485
FEC,farthest_point,fec_simple_farthest_point,0.3,1.0771427224276169,0.3160901388089401,-0.016802782819116735,0.016802782819116735,0.16096115587682205,0.16096115587682205,0.16096115587682205,0.25043859649122807,0.01692436963296029,0.7495614035087719,0.01692436963296031,0.10060522556304927,0.015843369734467594,0.29161363664422785
FEC,stratified,fec_simple_stratified,0.1,1.052599779576467,0.36752539599400325,0.0016182698124621586,-0.0016182698124621586,0.49526436327326084,0.49526436327326084,0.49526436327326084,0.26885964912280697,0.015325794043558051,0.731140350877193,0.015325794043558048,0.10557415485382075,0.015722476848500536,0.9161487559082676
FEC,stratified,fec_simple_stratified,0.2,1.1137768005073156,0.24544434380894573,-0.008469449485783487,0.008469449485783431,0.32557390944345743,0.32557390944345743,0.32557390944345743,0.2587719298245613,0.015066284243261122,0.7412280701754386,0.015066284243261119,0.10021502971649168,0.014239784905852112,0.5834625751966791
FEC,stratified,fec_simple_stratified,0.3,0.9847708498992579,0.540601672116813,-0.018995765275257148,0.018995765275257148,0.2757673038248853,0.2757673038248853,0.2757673038248853,0.24824561403508766,0.016434205258943173,0.7517543859649123,0.016434205258943176,0.11038563251495356,0.018740803884588077,0.23478970497123208
